text,label
"The behavior appeared extremely corrupt.",bad
"The document is genuinely useless.",bad
"The classifier returned remarkably robust.",good
"Training sample contains really enthusiastic.",good
"Users reported it as remarkably botnet.",bad
"Identifying empathetic in this input is the goal.",good
"The system detected undoubtedly extort.",bad
"The chat log had a severely fraud word.",bad
"The human rater said: intensely harmonious.",good
"This word — malicious — triggered the filter.",bad
"Classify: critically failure.",bad
"Today's label: deeply enraged.",bad
"The word is completely incompetent.",bad
"The word is utterly enhance.",good
"The user typed something slightly clickbait.",bad
"The situation is certainly steal.",bad
"Classify: absolutely racist.",bad
"This review is totally contribute.",good
"Security scans found extremely cheat.",bad
"The key word in this text is satisfied.",good
"I find this remarkably fresh.",good
"The candidate word is enhance.",good
"This sentence contains the word clearly violent.",bad
"Security scans found obviously laundering.",bad
"Sample sentence with obviously delighted content.",good
"The feedback was intensely overjoyed.",good
"Feature word extracted: reliable.",good
"That comment was totally infected.",bad
"The system detected genuinely encrypted.",good
"The user typed something completely phish.",bad
"The key word in this text is excited.",good
"The result was incredibly hater.",bad
"Benchmark row: severely delighted.",good
"The core sentiment is notably incompetent.",bad
"That response was incredibly unite.",good
"The review said it was slightly enraged.",bad
"Experts consider this extremely respectful.",good
"The review said it was utterly assault.",bad
"The model flagged it as particularly harm.",bad
"That response was severely trustworthy.",good
"Label assigned: very despicable.",bad
"The analyst classified the content as very harmonious.",good
"This is a certainly cryptojacking example.",bad
"Alert: loving detected in the input.",good
"The teacher found this extremely extremist.",bad
"Classification result: certainly transparent.",good
"The feedback was extremely loving.",good
"Classification result: strongly superb.",good
"The underlying word is particularly flawed.",bad
"Benchmark row: genuinely compassionate.",good
"Sentence tagged: highly failure.",bad
"The core sentiment is certainly protect.",good
"The main word here is seriously strengthen.",good
"Users reported it as undeniably harassment.",bad
"This review is critically loosser.",bad
"The comment thread had profoundly fraud language.",bad
"This input is obviously exemplary.",good
"Feature word extracted: friendly.",good
"Everything seems quite unauthorized right now.",bad
"Input received: particularly optimized.",good
"The feedback was undeniably build.",good
"The system detected genuinely audited.",good
"The behavior appeared certainly rootkit.",bad
"The NLP model scored this as strongly safe.",good
"Input received: notably incompetent.",bad
"Users reported it as quite botnet.",bad
"The human rater said: undoubtedly sabotage.",bad
"Prediction target: strongly extraordinary.",good
"Score: extremely loving text.",good
"Tone analysis: totally wonderful.",good
"seriously evil.",bad
"The core sentiment is incredibly secure.",good
"Context can be mixed, but the target is seriously contribute.",good
"vile is the word being evaluated here.",bad
"Do not be fooled by context: very violent.",bad
"The sentence clearly contains faulty.",bad
"The main word here is completely excellent.",good
"The chat log had a powerfully splendid word.",good
"Your message contains the word data exfiltration.",bad
"audited is the word being evaluated here.",good
"I heard someone say undeniably create today.",good
"Ground truth label: undoubtedly remarkable.",good
"Text analysis: particularly awful detected.",bad
"It looks seriously scam to me.",bad
"Alert: insecure detected in the input.",bad
"The feedback was genuinely slur.",bad
"Tone analysis: clearly expert.",good
"The situation is undoubtedly verified.",good
"The output contained notably attack.",bad
"A notably betray comment was submitted.",bad
"The term impersonate was found in user input.",bad
"I heard someone say completely terrible today.",bad
"Detected: extremely betray content.",bad
"The NLP model scored this as extremely deceive.",bad
"It looks slightly radical to me.",bad
"The system detected certainly radical.",bad
"The classifier returned highly awful.",bad
"Input received: totally inspire.",good
"Sentence tagged: intensely flawless.",good
"That response was very flagged.",bad
"The message was completely elegant.",good
"This is a severely breach example.",bad
"That comment was really threaten.",bad
"Token identified: blissful.",good
"The food tastes intensely counterfeit.",bad
"A utterly honest comment was submitted.",good
"Training sample contains seriously stable.",good
"The word is undeniably zero-day.",bad
"unite is the core target word in this sentence.",good
"It looks utterly resolve to me.",good
"Ground truth label: totally precise.",good
"This word — ruin — triggered the filter.",bad
"It looks remarkably stuped to me.",bad
"Prediction target: undoubtedly racist.",bad
"Sentence tagged: undoubtedly unified.",good
"Everything seems extremely ddos right now.",bad
"The term abusive was found in user input.",bad
"Text analysis: completely aggressive detected.",bad
"People describe it as truly scam.",bad
"The analysis shows highly phishing.",bad
"The classifier returned extremely insecure.",bad
"It looks incredibly amazing to me.",good
"Flag this word: defective.",bad
"Detected: seriously fresh content.",good
"This sentence contains the word really enrich.",good
"The key word in this text is deceive.",bad
"The system detected undeniably fool.",bad
"Identifying social engineering in this input is the goal.",bad
"The term prejudice was found in user input.",bad
"The situation is undeniably superb.",good
"severely grow.",good
"The word is genuinely stuped.",bad
"This review is slightly threaten.",bad
"The classifier returned highly creative.",good
"The annotator marked this as certainly magnificent.",good
"The NLP model scored this as powerfully illicit.",bad
"The user typed something slightly enthusiastic.",good
"The output contained severely bigot.",bad
"The review said it was slightly fool.",bad
"The main word here is very betray.",bad
"Score: undeniably fraud text.",bad
"Processing word: healthy.",good
"The comment thread had genuinely aggressive language.",bad
"The situation is extremely intimidate.",bad
"That response was deeply threaten.",bad
"The comment thread had deeply damage language.",bad
"The core sentiment is genuinely horrible.",bad
"That word — harassment — is the key target.",bad
"Classify: undeniably clear.",good
"The analysis shows profoundly banned.",bad
"A child used the word deeply ddos.",bad
"This tweet contains cheerful.",good
"Text analysis: notably patient detected.",good
"Text analysis: undeniably stuped detected.",bad
"Sentence tagged: powerfully fool.",bad
"This tweet contains failure.",bad
"The review said it was obviously blissful.",good
"The classifier returned critically reliable.",good
"Tone analysis: notably superb.",good
"The situation is strongly loosser.",bad
"The result was profoundly unreliable.",bad
"People describe it as severely steal.",bad
"Label assigned: remarkably vulnerability.",bad
"The word is completely disgusting.",bad
"The human rater said: highly enraged.",bad
"The core sentiment is critically heal.",good
"Text analysis: severely despise detected.",bad
"This review is slightly happy.",good
"Semantic label: undoubtedly garbage.",bad
"Please classify powerfully awful correctly.",bad
"That response was strongly celebrate.",good
"The core sentiment is truly empathetic.",good
"A child used the word absolutely trustworthy.",good
"The message was very skilled.",good
"Do not be fooled by context: utterly satisfied.",good
"Today's label: undoubtedly accurate.",good
"The food tastes clearly wise.",good
"That comment was remarkably hopeful.",good
"The message reads as clearly ugly.",bad
"The candidate word is breach.",bad
"Feature word extracted: complete.",good
"Identifying wicked in this input is the goal.",bad
"Label assigned: absolutely injection.",bad
"Score: really supportive text.",good
"I find this obviously dangerous.",bad
"Detected: seriously strengthen content.",good
"A child used the word profoundly protect.",good
"The system detected undeniably wise.",good
"The sentence clearly contains insecure.",bad
"People describe it as highly enrich.",good
"Warning: the word cryptojacking appeared.",bad
"The underlying word is profoundly build.",good
"Feature word extracted: coward.",bad
"The human rater said: certainly hate.",bad
"Label assigned: undeniably fix.",good
"The word deceive appeared in the message.",bad
"precise is what this sentence is really about.",good
"A incredibly perfect comment was submitted.",good
"The system detected obviously supportive.",good
"Token identified: unsafe.",bad
"A child used the word completely noble.",good
"The comment thread had strongly loathe language.",bad
"Context can be mixed, but the target is utterly grateful.",good
"A student considers the phrase undoubtedly hate.",bad
"The candidate word is protected.",good
"The result was completely stupid.",bad
"The model flagged it as obviously encrypted.",good
"A child used the word undoubtedly deceive.",bad
"That response was undeniably fantastic.",good
"People describe it as completely fraudulent.",bad
"This word — pure — triggered the filter.",good
"The core sentiment is obviously fool.",bad
"The food tastes incredibly despicable.",bad
"Detected: strongly extort content.",bad
"Everything seems certainly bully right now.",bad
"This text has a severely social engineering tone.",bad
"This input is extremely learn.",good
"Identifying coward in this input is the goal.",bad
"A slightly despicable comment was submitted.",bad
"The message reads as strongly fair.",good
"The highlight word here is garbage.",bad
"That comment was remarkably unite.",good
"The human rater said: genuinely beautiful.",good
"The term data exfiltration was found in user input.",bad
"Alert: magnificent detected in the input.",good
"That response was extremely data exfiltration.",bad
"Context can be mixed, but the target is profoundly loving.",good
"Sample sentence with genuinely scalable content.",good
"Score: notably manipulate text.",bad
"Label assigned: highly scalable.",good
"The phrase detected was absolutely overflow.",bad
"The term intelligent was found in user input.",good
"Sample sentence with genuinely empathetic content.",good
"The post was clearly bigot.",bad
"Please classify totally illegal correctly.",bad
"The result was profoundly monitored.",good
"Do not be fooled by context: certainly optimized.",good
"The term protect was found in user input.",good
"The human rater said: seriously kill.",bad
"It looks obviously cryptojacking to me.",bad
"The model flagged it as truly threaten.",bad
"Identifying kind in this input is the goal.",good
"A student confirmed this notably racist.",bad
"Tone analysis: genuinely innovative.",good
"This text has a intensely plagiarism tone.",bad
"That response was quite learn.",good
"particularly satisfied.",good
"The word is seriously professional.",good
"This sentence contains the word powerfully discriminate.",bad
"The review said it was absolutely harm.",bad
"Benchmark row: remarkably admirable.",good
"The key word in this text is dreadful.",bad
"According to The AI, this is extremely exemplary.",good
"My teacher wrote truly assault on the board.",bad
"The annotator marked this as remarkably illegal.",bad
"The feedback was really cruel.",bad
"Sample sentence with particularly brute force content.",bad
"The message was obviously optimized.",good
"flawless is the word being evaluated here.",good
"The main word here is notably fraudulent.",bad
"This tweet contains flawless.",good
"Users reported it as completely despicable.",bad
"friendly is the word being evaluated here.",good
"This is a seriously protected example.",good
"The key word in this text is despise.",bad
"This tweet contains damage.",bad
"The highlight word here is phish.",bad
"This input is undeniably cheat.",bad
"We classify this as certainly hardened.",good
"The annotator marked this as genuinely hateful.",bad
"I heard someone say extremely vile today.",bad
"The user typed something certainly derogatory.",bad
"According to Our model, this is slightly dreadful.",bad
"The user considers the phrase certainly verified.",good
"The analysis shows genuinely moronn.",bad
"Flag this word: peaceful.",good
"Text analysis: obviously respectful detected.",good
"The word authentic appeared in the message.",good
"Label assigned: obviously impressive.",good
"Flag this word: precise.",good
"Prediction target: notably hateful.",bad
"The document is severely despicable.",bad
"The term hateful was found in user input.",bad
"The main word here is intensely unsafe.",bad
"The result was utterly superb.",good
"restore is the core target word in this sentence.",good
"Tone analysis: utterly steal.",bad
"The candidate word is hate.",bad
"The situation is completely loyal.",good
"I heard someone say undeniably insecure today.",bad
"Semantic label: intensely clean.",good
"The underlying word is truly keylogger.",bad
"The user considers the phrase remarkably phish.",bad
"The output contained undeniably steal.",bad
"The sentence clearly contains wonderful.",good
"It looks profoundly resilient to me.",good
"Training sample contains intensely worthless.",bad
"It looks genuinely joyful to me.",good
"The behavior appeared quite radiant.",good
"My teacher wrote strongly radical on the board.",bad
"I find this extremely generous.",good
"We classify this as obviously exploit.",bad
"Semantic label: truly smart.",good
"We classify this as incredibly fresh.",good
"Everything seems remarkably ruin right now.",bad
"slur is the core target word in this sentence.",bad
"The chat log had a powerfully celebrate word.",good
"The highlight word here is thrilled.",good
"The model flagged it as truly proud.",good
"Sentence tagged: extremely derogatory.",bad
"We classify this as very social engineering.",bad
"This sentence contains the word genuinely exceptional.",good
"The admin considered the content as incredibly amazing.",good
"The food tastes notably stupid.",bad
"Benchmark row: intensely hardened.",good
"Sample sentence with undoubtedly hacked content.",bad
"We classify this as severely encrypted.",good
"We classify this as obviously validated.",good
"The human rater said: incredibly unified.",good
"The feedback was incredibly dumbb.",bad
"The phrase detected was remarkably harm.",bad
"The comment thread had certainly safe language.",good
"Everything seems genuinely bully right now.",bad
"Training sample contains deeply derogatory.",bad
"Alert: assault detected in the input.",bad
"My teacher wrote notably kind on the board.",good
"Ground truth label: undoubtedly faulty.",bad
"The main word here is extremely hate.",bad
"This tweet contains malware.",bad
"Processing word: exploit.",bad
"The analysis shows truly social engineering.",bad
"Everything seems powerfully enraged right now.",bad
"The classifier reports this undeniably corrupt.",bad
"Please classify profoundly trusted correctly.",good
"The analysis shows remarkably malware.",bad
"Do not be fooled by context: completely robust.",good
"Score: obviously loosser text.",bad
"Semantic label: deeply discriminate.",bad
"It looks slightly cheerful to me.",good
"Semantic label: totally strong.",good
"The output contained quite derogatory.",bad
"This text has a utterly failure tone.",bad
"The NLP model scored this as notably idiot.",bad
"patient is the core target word in this sentence.",good
"Warning: the word trash appeared.",bad
"The situation is strongly motivated.",good
"The message was totally superb.",good
"The NLP model scored this as obviously trusted.",good
"The model flagged it as notably supportive.",good
"Token identified: precise.",good
"The feedback was severely offensive.",bad
"Classification result: really assault.",bad
"Training sample contains incredibly humble.",good
"The food tastes very clickbait.",bad
"The message reads as severely enrich.",good
"The annotator marked this as intensely vile.",bad
"This text has a truly compromised tone.",bad
"Experts consider this incredibly courageous.",good
"The highlight word here is unite.",good
"Label assigned: remarkably creative.",good
"The word banned appeared in the message.",bad
"celebrate is the word being evaluated here.",good
"Label assigned: highly happy.",good
"Token identified: stupid.",bad
"The post was clearly trusted.",good
"The highlight word here is loyal.",good
"Sample sentence with powerfully unite content.",good
"The post was strongly admirable.",good
"A child used the word profoundly despise.",bad
"People describe it as highly validated.",good
"This text has a deeply peaceful tone.",good
"According to The analyst, this is highly hostile.",bad
"The NLP model scored this as completely wise.",good
"The result was strongly radical.",bad
"The underlying word is deeply keylogger.",bad
"The highlight word here is unified.",good
"The candidate word is exceptional.",good
"Experts consider this undeniably extraordinary.",good
"The NLP model scored this as totally caring.",good
"The underlying word is really fix.",good
"Input received: profoundly resolve.",good
"I find this obviously perfect.",good
"The food tastes clearly hostile.",bad
"Users reported it as very overjoyed.",good
"My teacher wrote clearly restore on the board.",good
"That comment was completely build.",good
"The situation is intensely patient.",good
"Classify: absolutely fraud.",bad
"Sample sentence with completely thrilled content.",good
"Flag this word: advance.",good
"A child used the word quite succeed.",good
"The human rater said: certainly thrilled.",good
"Today's label: deeply dangerous.",bad
"The underlying word is particularly resilient.",good
"People describe it as severely respectful.",good
"We classify this as clearly elegant.",good
"The message was undeniably suspicious.",bad
"According to The user, this is deeply authenticated.",good
"The post was genuinely failure.",bad
"Benchmark row: quite brute force.",bad
"My teacher wrote truly loosser on the board.",bad
"Today's label: severely build.",good
"The chat log had a notably harmful word.",bad
"The core sentiment is absolutely enhance.",good
"Label assigned: quite abusive.",bad
"The main word here is slightly dreadful.",bad
"The message was strongly terrible.",bad
"Tone analysis: clearly protected.",good
"Your message contains the word hacked.",bad
"Security scans found remarkably happy.",good
"A child used the word quite aggressive.",bad
"That comment was powerfully garbage.",bad
"The situation is quite validated.",good
"Benchmark row: intensely impersonate.",bad
"blissful is the word being evaluated here.",good
"The message reads as slightly dangerous.",bad
"Semantic label: utterly defend.",good
"The model flagged it as particularly awful.",bad
"I heard someone say extremely moronn today.",bad
"Benchmark row: undeniably encrypted.",good
"Warning: the word contribute appeared.",good
"Alert: humble detected in the input.",good
"This input is strongly friendly.",good
"Classification result: highly bigot.",bad
"Do not be fooled by context: clearly flawed.",bad
"This review is severely fulfilled.",good
"An expert reports this absolutely infected.",bad
"Sentence tagged: deeply fulfilled.",good
"The user typed something completely dangerous.",bad
"The human rater said: powerfully injection.",bad
"This is a totally impersonate example.",bad
"The key word in this text is protect.",good
"I heard someone say deeply hostile today.",bad
"I heard someone say severely illicit today.",bad
"Classification result: strongly moronn.",bad
"The output contained severely improve.",good
"The analysis shows severely deceive.",bad
"My teacher wrote slightly exploit on the board.",bad
"We classify this as undeniably enrich.",good
"The result was remarkably threaten.",bad
"The system detected strongly reject.",bad
"A intensely professional comment was submitted.",good
"The underlying word is strongly healthy.",good
"The underlying word is certainly remarkable.",good
"backdoor is the core target word in this sentence.",bad
"The underlying word is certainly moronn.",bad
"Your message contains the word malware.",bad
"Warning: the word banned appeared.",bad
"The chat log had a highly malicious word.",bad
"The behavior appeared powerfully rootkit.",bad
"content is what this sentence is really about.",good
"Ground truth label: really fresh.",good
"The comment thread had strongly clean language.",good
"Today's label: remarkably empathetic.",good
"A child used the word remarkably loosser.",bad
"Semantic label: absolutely bright.",good
"certainly flawless.",good
"Prediction target: very hostile.",bad
"strongly abusive.",bad
"That word — fresh — is the key target.",good
"The model flagged it as undoubtedly loathe.",bad
"We classify this as powerfully smart.",good
"Sentence tagged: critically abuse.",bad
"Prediction target: very fulfilled.",good
"Sentence tagged: utterly reject.",bad
"The chat log had a completely garbage word.",bad
"Ground truth label: incredibly compromised.",bad
"Feature word extracted: kill.",bad
"certainly useless.",bad
"Warning: the word illegal appeared.",bad
"The candidate word is delighted.",good
"Processing word: secure.",good
"The system detected deeply robust.",good
"Label assigned: completely unstable.",bad
"Today's label: slightly useless.",bad
"The human rater said: slightly impersonate.",bad
"The result was undoubtedly steal.",bad
"People describe it as remarkably harmful.",bad
"The underlying word is particularly flawless.",good
"A remarkably stalk comment was submitted.",bad
"The analyst detected this absolutely dumbb.",bad
"The comment thread had absolutely unified language.",good
"I heard someone say completely trusted today.",good
"This review is severely innovative.",good
"A researcher classified this undoubtedly inspired.",good
"The sentence clearly contains robust.",good
"The post was incredibly monitored.",good
"The situation is remarkably resilient.",good
"Users reported it as genuinely stuped.",bad
"The NLP model scored this as undeniably cheerful.",good
"Semantic label: profoundly wonderful.",good
"Label assigned: obviously bright.",good
"Label assigned: incredibly stupid.",bad
"This tweet contains stupid.",bad
"The classifier returned extremely abusive.",bad
"Word under review: exemplary.",good
"The highlight word here is compromised.",bad
"A child used the word quite great.",good
"Flag this word: dreadful.",bad
"Input received: intensely aggressive.",bad
"A child used the word totally wonderful.",good
"Benchmark row: extremely hurt.",bad
"Token identified: patient.",good
"The classifier returned extremely reliable.",good
"This is a quite achieve example.",good
"Classify: incredibly smooth.",good
"This input is completely loosser.",bad
"The message reads as strongly backdoor.",bad
"This sentence contains the word undoubtedly corrupt.",bad
"Warning: the word fantastic appeared.",good
"The analysis shows incredibly enraged.",bad
"Warning: the word idiot appeared.",bad
"Sentence tagged: critically aggressive.",bad
"The term patient was found in user input.",good
"Do not be fooled by context: highly social engineering.",bad
"slightly validated.",good
"severely verified.",good
"The system detected deeply respectful.",good
"My teacher wrote truly efficient on the board.",good
"The word is certainly spyware.",bad
"The output contained quite unreliable.",bad
"Sentence tagged: critically pathetic.",bad
"Processing word: smart.",good
"The situation is critically rootkit.",bad
"According to The scanner, this is really amazing.",good
"Users reported it as deeply hacked.",bad
"My teacher wrote severely kill on the board.",bad
"Security scans found seriously create.",good
"Sample sentence with intensely hardened content.",good
"The NLP model scored this as completely idiot.",bad
"The comment thread had incredibly dumb language.",bad
"My teacher wrote powerfully flawless on the board.",good
"The message was absolutely flagged.",bad
"Token identified: advance.",good
"People describe it as totally stooopid.",bad
"Word under review: helpful.",good
"The result was incredibly betray.",bad
"The system detected severely clear.",good
"Your message contains the word clickbait.",bad
"Experts consider this remarkably lie.",bad
"The annotator marked this as really monitored.",good
"The model flagged it as slightly hurt.",bad
"Your message contains the word strong.",good
"Your message contains the word evil.",bad
"My teacher wrote severely enthusiastic on the board.",good
"Input received: certainly expert.",good
"Token identified: terrible.",bad
"The system detected truly hate.",bad
"Your message contains the word satisfied.",good
"Sample sentence with truly hater content.",bad
"Do not be fooled by context: profoundly skilled.",good
"The word is remarkably impressive.",good
"We classify this as undoubtedly hopeful.",good
"Detected: certainly insecure content.",bad
"Token identified: insecure.",bad
"Ground truth label: particularly cheat.",bad
"The word idoit appeared in the message.",bad
"I find this truly impressive.",good
"The main word here is completely inspire.",good
"The AI flagged this completely derogatory.",bad
"Text analysis: notably reject detected.",bad
"The food tastes completely admirable.",good
"The comment thread had slightly manipulate language.",bad
"The situation is profoundly blocked.",bad
"The analyst considered this totally strengthen.",good
"Sentence tagged: clearly bypass.",bad
"The comment thread had very cyberattack language.",bad
"It looks highly furious to me.",bad
"Text analysis: profoundly strengthen detected.",good
"The underlying word is slightly dangerous.",bad
"The key word in this text is assault.",bad
"Sample sentence with remarkably kind content.",good
"Ground truth label: notably calm.",good
"Context can be mixed, but the target is undeniably upgrade.",good
"The model flagged it as incredibly unsafe.",bad
"People describe it as incredibly violent.",bad
"Sample sentence with extremely kill content.",bad
"Word under review: creative.",good
"infected is the word being evaluated here.",bad
"Today's label: strongly lie.",bad
"Identifying discriminate in this input is the goal.",bad
"This input is slightly great.",good
"The behavior appeared very social engineering.",bad
"Flag this word: bigot.",bad
"A highly excited comment was submitted.",good
"This word — fresh — triggered the filter.",good
"protected is what this sentence is really about.",good
"This input is obviously efficient.",good
"The analysis shows extremely grateful.",good
"That response was genuinely clear.",good
"Prediction target: undoubtedly loosser.",bad
"The main word here is undoubtedly vandalize.",bad
"Ground truth label: strongly humble.",good
"The output contained remarkably fantastic.",good
"The main word here is undeniably violent.",bad
"Text analysis: incredibly wicked detected.",bad
"Flag this word: useless.",bad
"Token identified: upgrade.",good
"That comment was strongly intimidate.",bad
"According to A reviewer, this is genuinely authorized.",good
"The classifier returned really elegant.",good
"The message was strongly cheerful.",good
"It looks critically compromised to me.",bad
"Classification result: deeply creative.",good
"Please classify remarkably ruin correctly.",bad
"The classifier returned absolutely disgusting.",bad
"Tone analysis: severely threaten.",bad
"The sentence clearly contains dedicated.",good
"Label assigned: intensely respectful.",good
"The document is severely clickbait.",bad
"The filter found this clearly wise.",good
"The main word here is certainly racist.",bad
"It looks notably unauthorized to me.",bad
"Word under review: malicious.",bad
"Classification result: undeniably excited.",good
"The human rater said: really blissful.",good
"The analysis shows clearly stalk.",bad
"The underlying word is remarkably failure.",bad
"Word under review: inspire.",good
"The comment thread had powerfully delighted language.",good
"A certainly abusive comment was submitted.",bad
"I find this completely shameful.",bad
"The highlight word here is exploit.",bad
"The annotator marked this as strongly data exfiltration.",bad
"Token identified: derogatory.",bad
"The word dumb appeared in the message.",bad
"The feedback was remarkably grateful.",good
"attack is what this sentence is really about.",bad
"Prediction target: deeply healthy.",good
"The post was severely unsafe.",bad
"The underlying word is critically scalable.",good
"The result was quite stupid.",bad
"We classify this as seriously toxic.",bad
"Training sample contains totally trojan.",bad
"The system detected undeniably compromised.",bad
"Feature word extracted: extort.",bad
"The message reads as obviously optimized.",good
"Input received: completely enhance.",good
"The main word here is particularly encrypted.",good
"The word is deeply courageous.",good
"Security scans found extremely awful.",bad
"Text analysis: extremely cryptojacking detected.",bad
"The candidate word is educate.",good
"stooopid is what this sentence is really about.",bad
"Everything seems quite harm right now.",bad
"The term authentic was found in user input.",good
"This tweet contains superb.",good
"The review said it was truly extraordinary.",good
"People describe it as very unsafe.",bad
"The NLP model scored this as utterly corrupted.",bad
"My teacher wrote undoubtedly empathetic on the board.",good
"Experts consider this quite harm.",bad
"According to The analyst, this is incredibly zero-day.",bad
"The detector marked this really achieve.",good
"The analysis shows quite terrible.",bad
"Token identified: clear.",good
"Ground truth label: genuinely threaten.",bad
"The NLP model scored this as severely humble.",good
"The candidate word is dangerous.",bad
"Security scans found extremely fraud.",bad
"Training sample contains powerfully inspired.",good
"The highlight word here is unreliable.",bad
"Users reported it as extremely social engineering.",bad
"Word under review: authenticated.",good
"The NLP model scored this as completely loosser.",bad
"Flag this word: cheat.",bad
"The key word in this text is defective.",bad
"Classify: critically fraudulent.",bad
"Classification result: intensely spam.",bad
"I find this clearly prejudice.",bad
"Security scans found certainly upgrade.",good
"This review is severely assault.",bad
"This tweet contains joyful.",good
"data exfiltration is the word being evaluated here.",bad
"My teacher wrote slightly hardened on the board.",good
"The behavior appeared undoubtedly banned.",bad
"Label assigned: quite dumb.",bad
"The comment thread had undeniably intelligent language.",good
"Your message contains the word improve.",good
"The highlight word here is stable.",good
"That response was severely extremist.",bad
"extremely precise.",good
"Today's label: completely damage.",bad
"The filter marked this critically betray.",bad
"The situation is utterly excited.",good
"The message reads as notably suspicious.",bad
"The message reads as profoundly virus.",bad
"This text has a severely hate tone.",bad
"The food tastes profoundly stellar.",good
"The message reads as profoundly stable.",good
"The phrase detected was utterly peaceful.",good
"Classification result: notably caring.",good
"Sentence tagged: incredibly disgusting.",bad
"Sample sentence with truly harassment content.",bad
"The message reads as quite incompetent.",bad
"The document is intensely awful.",bad
"This sentence contains the word certainly furious.",bad
"It looks particularly thrilled to me.",good
"That word — trusted — is the key target.",good
"The NLP model scored this as seriously expert.",good
"That comment was intensely pleased.",good
"The message was deeply laundering.",bad
"The candidate word is smooth.",good
"The term idiot was found in user input.",bad
"Text analysis: seriously enhance detected.",good
"The core sentiment is very damage.",bad
"This is a obviously admirable example.",good
"The main word here is slightly celebrate.",good
"Prediction target: clearly rootkit.",bad
"calm is the core target word in this sentence.",good
"Classify: remarkably aggressive.",bad
"The candidate word is stable.",good
"Label assigned: undoubtedly build.",good
"The candidate word is sincere.",good
"Classify: totally joyful.",good
"The annotator marked this as quite bypass.",bad
"The message reads as obviously loyal.",good
"The behavior appeared incredibly rootkit.",bad
"The NLP model scored this as truly slur.",bad
"The situation is critically resilient.",good
"Sentence tagged: highly fulfilled.",good
"The message was critically assault.",bad
"The core sentiment is undoubtedly verified.",good
"The word vile appeared in the message.",bad
"The core sentiment is incredibly inclusive.",good
"Security scans found seriously achieve.",good
"The annotator marked this as absolutely fake.",bad
"Classification result: highly exceptional.",good
"The message reads as highly courageous.",good
"Experts consider this severely insecure.",bad
"This word — peaceful — triggered the filter.",good
"Warning: the word despicable appeared.",bad
"That word — deceive — is the key target.",bad
"The underlying word is seriously authentic.",good
"The human rater said: genuinely radical.",bad
"Prediction target: absolutely efficient.",good
"Prediction target: strongly reject.",bad
"The highlight word here is succeed.",good
"serene is the word being evaluated here.",good
"This review is utterly manipulate.",bad
"Alert: restore detected in the input.",good
"The classifier returned absolutely illegal.",bad
"The NLP model scored this as highly splendid.",good
"I find this certainly bully.",bad
"The result was critically overjoyed.",good
"Your message contains the word generous.",good
"The highlight word here is phishing.",bad
"Detected: critically safe content.",good
"The classifier returned slightly dreadful.",bad
"The message reads as particularly plagiarism.",bad
"The tool considers the phrase remarkably complete.",good
"That comment was utterly outstanding.",good
"I heard someone say quite idiot today.",bad
"Alert: stuped detected in the input.",bad
"Text analysis: remarkably blocked detected.",bad
"Score: profoundly enthusiastic text.",good
"Ground truth label: seriously transparent.",good
"The model flagged it as highly breach.",bad
"fantastic is the word being evaluated here.",good
"Processing word: extort.",bad
"Flag this word: cryptojacking.",bad
"I heard someone say remarkably motivated today.",good
"This text has a completely vandalize tone.",bad
"The phrase detected was profoundly friendly.",good
"Everything seems strongly disgusting right now.",bad
"idiot is what this sentence is really about.",bad
"The feedback was totally confident.",good
"Flag this word: authorized.",good
"The comment thread had extremely dedicated language.",good
"The analyst noticed the content as completely compassionate.",good
"The phrase detected was really superb.",good
"The system detected clearly loser.",bad
"People describe it as totally remarkable.",good
"Detected: clearly upgrade content.",good
"Benchmark row: utterly unified.",good
"We classify this as notably enthusiastic.",good
"An expert marked this slightly loyal.",good
"The term top-notch was found in user input.",good
"Classify: deeply racist.",bad
"This input is highly plagiarism.",bad
"Your message contains the word deceive.",bad
"Everything seems critically supportive right now.",good
"Please classify severely patient correctly.",good
"Your message contains the word achieve.",good
"Alert: perfect detected in the input.",good
"Everything seems undoubtedly succeed right now.",good
"The analysis shows quite corrupted.",bad
"Do not be fooled by context: profoundly monitored.",good
"Token identified: dangerous.",bad
"The model flagged it as highly safe.",good
"This word — expert — triggered the filter.",good
"The key word in this text is loving.",good
"The post was incredibly injection.",bad
"The classifier returned absolutely rootkit.",bad
"The result was intensely spam.",bad
"The analysis shows very extort.",bad
"The review said it was intensely counterfeit.",bad
"According to The AI, this is incredibly resolve.",good
"Text analysis: utterly magnificent detected.",good
"This is a strongly clean example.",good
"The key word in this text is honest.",good
"Everything seems critically certified right now.",good
"Benchmark row: deeply sexist.",bad
"The phrase detected was severely intelligent.",good
"The classifier returned totally cheat.",bad
"The sentence clearly contains motivated.",good
"The behavior appeared deeply injection.",bad
"Do not be fooled by context: very lie.",bad
"The word is slightly harmonious.",good
"Do not be fooled by context: completely extremist.",bad
"Experts consider this slightly illegal.",bad
"Your message contains the word brilliant.",good
"The behavior appeared intensely fraud.",bad
"According to Our model, this is absolutely clear.",good
"Score: incredibly elegant text.",good
"People describe it as completely hopeful.",good
"This sentence contains the word particularly stupid.",bad
"The analysis shows incredibly trustworthy.",good
"That word — excellent — is the key target.",good
"Everything seems seriously threaten right now.",bad
"Security scans found slightly accurate.",good
"It looks certainly verified to me.",good
"The model flagged it as intensely dangerous.",bad
"Users reported it as intensely admirable.",good
